Year,Month,Day,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value
1999,6,11,0,0,0,0,0,0,0,0,0,8,0,4.5,0,0,0,0,3,0,0,4,0,0,1,0
1999,6,12,0,0,0,3.5,0,0,0,0,0,0,31.5,8.5,0,0,0,46,0,0,8.5,0,0,0,12,0
1999,6,13,0,0,0,54.5,4.5,0,0,0,67,0,43.5,0,0,0,0,16,0,0,0.5,0,0,33.5,10.5,0
1999,6,14,0,0,0,1,77,0,0,0,43.5,30.5,0,0,0,0,0,0,0,0,0,0,0,12.5,18,0
1999,6,15,0,0,0,0,0,2.5,13.5,0,47,23.5,12.5,0,0,0,0,6,0,0,0,0,0,0.5,0,0
1999,6,16,Trace,0,0,0,0,1,1,0,18,0.5,23,0,0,0,0,0,0,0,0,0,0,15.5,0,24
1999,6,17,2,0,0,0,0,1.5,2.5,0,0,0,51.5,0,0,0,0,2,0,0.5,0,48.5,0,15,0,2.5
1999,6,18,0,0,0,5.5,0,0,0,0,0,1.5,0.5,0,0,0,0,0,0,5.5,0,3.5,0,42,0,1.5
1999,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,32.5,0,1
1999,6,20,Trace,0.2,0,0,0,0,0,0,0,2.5,0,0,1.5,0.5,0,0,1.5,0.5,0,0,0,0,0,2
1999,6,21,0,0.1,0,0,1,0,1,0,0,0,0,0,2,0,0,15.5,11.5,2,0,0,10.5,0,0,0
1999,6,22,Trace,0,0,1,18.5,0,0.5,0,0,0,3.5,0,2,0,0,6.5,0,2.5,0,0,0,0,0,7
1999,6,23,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,46.5,0,0,0,0,0,0,0,0
1999,6,24,21.4,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0,38,0.5,0,0,0,0,0,2,0
1999,6,25,27.1,0,0,0,0,0,0,2,0,79,51.5,0,2,0,0,1,0,0,35.5,0,0,0,0,0.5
1999,6,26,2.2,0,0,0,0,0,0,3.5,0,55.5,0,0,1,0,0.5,0.5,0.5,0,0,0.5,0,1.5,1.5,0
1999,6,27,Trace,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,48.5,29.5
1999,6,28,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0.5,0,0,7.5,5,0
1999,6,29,0.8,0,0,0,0,0,0,0,0,0.5,0,0,6.5,0,0,0,0.5,0,0,0,0,0.5,0,0
1999,6,30,0,0,0,0,55,0,0,0,0,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0
1999,7,1,0,0,0,0,1.5,0,0,0,0,0,0.5,0,21,0,0,69.5,0,1,0,0,0,0,24.5,0
1999,7,2,0,0,0,14,5.5,0,0,0,0,0,4.5,0,0,0,0,0,0.5,1,0,0,0,0,33.5,0
1999,7,3,0,0,0,0,10.5,0,0,0,0,1,17,0,0,0,0,0,0,7.5,1,0,0,0,0,0
1999,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,45.5,22,0
1999,7,6,0,0,0,0,39,0,0.5,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,64.5,42,0
1999,7,7,0,0,0,5.5,8,0,2.5,0,0,1,0,0,0,0,0.5,0.5,0.5,29.5,0,0,0,4.5,13,0
1999,7,8,0,0,0,0,0.5,0,2,0,0,1,14.5,0,0,0,0,0,0.5,2,0,0,0,0,21.5,0
1999,7,9,Trace,0,0,0,11.5,0,1,0,0,0,12.5,0,0,0,0,0,0,6,0,0.5,0,0,1.5,0
1999,7,10,4.2,0,0,0,22,0,0,1.5,0,0,0.5,0,3,0,2.5,0,0,1,0,0,0,0,0.5,3
1999,7,11,17.3,0,0,2.5,0,0,0,1,0,0,0,39.5,11,0,0.5,0,0,0,0,0,0,0,0,1
1999,7,12,18.1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,21,0,2,0,0
1999,7,13,Trace,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,97,0,12,0,0
1999,7,14,17.3,0,0,41,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0.5,0,0,0,0
1999,7,15,8.8,0.1,0,21.5,0,0,1,0,0,28.5,0,0,0.5,0,0,14,0,0,0,48.5,0,0,4,0
1999,7,16,0,0,0,46.5,0,0,0,1,0,0,23,0.5,0,0,0,35,0,0,0,53,0,0,35.5,0
1999,7,17,0,0,0,10.5,0,0.5,1,3,0,0,0,2,0,0,0,28,0,0,0,31.5,0,0,2,0
1999,7,18,0,0,0,238.5,0,0,2.5,0,0,0.5,32,0,0,0,0,10.5,31.5,0,0,6,0,0,3,0
1999,7,19,0,0,0,0,5,0,8,0,0,38,2,0,0,0,0,1,0,0,0,5.5,2,0,1,0
1999,7,20,0,0,0,0,48,0,0,0,0,5.5,3,0,0,0.5,0,0,0,0,0,1.5,0.5,0,0,0
1999,7,21,0,0,0.5,1,0,0,0,0,0,0,5,0,0,0.5,0,0,0,0,0,3.5,0,0,0,0
1999,7,22,0,0,2,1.5,3,0,0,0,1,9,0,0,0,0.5,0,0,0.5,0,12,0,0,0,0,0
1999,7,23,0,0,0,0,0.5,0,0,0,0.5,25.5,4.5,8.5,0,0,0,19,6.5,0,0,0,0,12.5,0,0
1999,7,24,0,0,0,0,0,0,0,0,0,5.5,18.5,0,0,0.5,0.5,3.5,1,0,0,0,0,0,0,0
1999,7,25,0,0,0,0,0,0,0,0,0.5,0,17.5,0,0,1,0,22.5,0,0,0,0,0,0,0,0
1999,7,26,0,0.1,0,0,5.5,0,0,0,0,0,118.5,0,0,1,0,9.5,0,0,0,6,0,0,9,0
1999,7,27,0,0,0,0,0.5,0,0,0,0,0,23.5,0,0,0.5,0,2,0,0,0,23.5,0,0,0,0
1999,7,28,0,0,0,0,28.5,0,0,0,1,0,6,2.5,0,4,0,14.5,0,0,0,0,0,0,0,0
1999,7,29,0,0,0,0,1.5,0,0,0,0,0,0,0,0,1.5,0,1,0,1,0,0,0,0,0,0
1999,7,30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,48,0,3,0,0,0,0,51,0
1999,7,31,0,0,0,0,0,0,0,0.5,0.5,0,2,0,13,1.5,0,28,0,0,0,18,0,0,26,0
1999,8,1,Trace,0,0,0,0,0.5,0,0,0,0,0,0,6.5,0.5,0,0,10.5,77.5,0,33,0,0,0,0
1999,8,2,0,0,0,0,0,0,0,2.5,0,0,0,0,1,1,0,3.5,3,88.5,0,0,0,0,0,0
1999,8,3,0,0,0,0,0,0.5,0,14,0,0,21.5,0,0,0,0,112,9,111,0,17,0,0,0,0
1999,8,4,0,0,0,0,0,0.5,0,0,0,0,0,0,1,1,0,22.5,1,5,0,13.5,0,0,0,0
1999,8,5,0,0,0,0,0,0,0,0,0,0,10.5,0.5,0,1,0,0,0,0.5,0,0,0,0,0,0
1999,8,6,Trace,0,0,0,0,0,0,1,0,0,29,89,0,1.5,0,0,0,2.5,0,30.5,0,0,5,0
1999,8,7,3,0,0,0,66,0,0,2,0,27,0.5,0,0,0,0,4.5,0,0,0,1,0,0,0.5,0
1999,8,8,0.1,0,7,0,16.5,0,0,0,0,2.5,0,0.5,0,1,0,0,22,0,0,5,0,0,25.5,0
1999,8,9,0,0,0,0,5,0,0,0,0,23.5,0,17.5,0,0.5,0,3.5,66.5,0,0,0,0,0,0.5,0
1999,8,10,0,0,0,0,1.5,0,0,0,0,67.5,0,0,0,0,0,0,8.5,0,0,0,0,0,64,5
1999,8,11,0,0,0.5,0,0,0,0,0,0,3.5,0,0,29,0,0,0,1,0,0,1.5,0,0,11,0
1999,8,12,0,0,1,0,0,0,0,0,0,0,0,0,232,0,0,18,0,3.5,3,0,0,0,0,0
1999,8,13,0,15.7,0,0,0,0,0,0,0,0,0,0,5.5,0,0,55.5,0,0,0.5,0,0,0,0,0
1999,8,14,0,15.2,0,0,0,0,0,0,0,0,6.5,8,0,0,0,12.5,0,1.5,0,1,0,0,0,30.5
1999,8,15,0,0,0,0,0.5,0,0,0,0,0,5,156.5,0,4,0,30,0,0.5,0,7.5,0,0,0,7.5
1999,8,16,0,0,0,0,0,0,0,0,0,0,3.5,7.5,0,1.5,0,0,0,4,0,16,0,3,0,0
1999,8,17,0,0,0,0,32,0,26.5,2.5,0,0,0,4.5,0,0,0,0,0,0,0,3.5,0,7,0,0
1999,8,18,0,0.1,0,0,13,0,0,0,0,0,6,0.5,0,0,0,0,0,0,0,5.5,0,3.5,0,0
1999,8,19,0,2.8,0,0,3.5,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,48,0,0,0,0
1999,8,20,0,0,0,0,3.5,0,0,0,0,0,0,0,9,3.5,0,0,0.5,0,0,26.5,0,0,0,0
1999,8,21,Trace,0,0,1,45,0,0,0,0,0,0,0,54,0.5,0,0,0,0,0,0.5,0,0,14,0
1999,8,22,Trace,0,2.5,0.5,1,0,0.5,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,13,0
1999,8,23,0,0,0,0,0,0,2,3.5,3.5,0,0,0,1,0.5,0,0,0,0,0,0,0,1.5,0,0
1999,8,24,0,0,0,1.5,1,0,0,0,1.5,0,0,0,15.5,0,0,0,2,0,0,0,0,0,0,0
1999,8,25,0,0,0,0,8.5,0,0,0,7.5,0,0,0,0,3,0,10.5,0.5,0,3.5,1,0,1,0,0
1999,8,26,0,0,0.5,0,0,0,0,0,0.5,0,0,0,67,0,0,23.5,5.5,0,15.5,27.5,0,3,0,3.5
1999,8,27,0,0,0,2,0,0,0,0,2.5,0,0,0,2.5,0,0,38.5,0,0,5.5,44,0,0,0,0
1999,8,28,Trace,0,5.5,0,3.5,0,0,11.5,2,0,9.5,0,0.5,0,0,36.5,16.5,0,5,16,0,0,16.5,0
1999,8,29,Trace,0.1,0,0,3,0,4,0,0.5,0,0,0,1,0,0,0.5,39,0,0,4,0,0,0,0
1999,8,30,8.7,0,0,0,0,0,0,0,0,0,0,0,45.5,0,0,0,2,0,0,0,0,0,0,0
1999,8,31,6.4,0.1,0,0,5.5,0,0,1,0,0,0,0,7.5,0,0,0,2,0,0,0,0,0,0,1
1999,9,1,0.4,0,0.5,0,7.5,0,0,0,1,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,8.5
1999,9,2,0.1,0,10.5,0,3.5,0,0,0,35,0,0,0,0,0,0,0,69.5,0,0,1.5,0,0,0,2.5
1999,9,3,2.3,0.5,0,0,14.5,0,1,0,0.5,0,0,0,0,0,0,0,1.5,35,0,0,0.5,0,0,0
1999,9,4,44.5,0,0,0,13,0,0,1.5,0.5,0,0,36,0,1,0,0.5,0,10,0,0,0,0.5,0,0.5
1999,9,5,0.3,0.2,0.5,0,3.5,0,0,0,1.5,0,0,39.5,0,1,0,0,0,45.5,0,0,0,0,0,1.5
1999,9,6,24.7,0,0,0,29.5,0,0,0,0,0,0,1.5,0,0,0,0.5,13.5,33,0,4.5,0,25.5,0,0.5
1999,9,7,0.4,0,0,0,20.5,0,0,0,0,0,0,14.5,114.5,0,0,3,58,35,0,0.5,0,0,0,21.5
1999,9,8,3.5,0,0,0,0,0,0,0,0,0,0,0.5,1,0,4,0,0,14,0,0,0,0,0.5,0.5
1999,9,9,0,0,0.5,0,0,0,1.5,15.5,0,0,0,45,0,0,0,0,0,21,0,13.5,18.5,1,18,10.5
1999,9,10,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,41,0,80.5,4,4,0,18.5
1999,9,11,0,0,0,0,40.5,22.5,0,0,0,16,0,3,0,0,0,0,1,15,0,6.5,0,0,0,9.5
1999,9,12,0.1,0,0.5,0,1.5,2.5,11.5,0,0,34,0,0,0,0,0,0,0,25,0,0,0,0,0,0.5
1999,9,13,0.8,0,0,0,5.5,0,4.5,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,3
1999,9,14,0,0,21,0,2,9.5,1,0,0,1.5,0,1,0,2,0,3,79.5,0,0,6,3.5,0,0,4.5
1999,9,15,0,0,0,9,5.5,7,5.5,0,0,0,0,59,0,0.5,0,13.5,4,0,0,0,0,0,0,0.5
1999,9,16,0,0,0,0.5,0,0,0.5,0,0,0,0,12.5,1.5,0,0,17.5,3.5,0,0,0,23,0,0,9
1999,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,13,0,0,0.5,0,0,14.5
1999,9,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.5,0,34.5,0,16.5,29.5,0,0,3.5
1999,9,19,8.1,0,0,49,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,12,0.5,0,0,7.5
1999,9,20,Trace,0,0,0,0,0,35.5,3.5,0,0,0,0,0,0,0,0,0,0,0,7,51.5,0,0,0
1999,9,21,4.1,0.8,0,0,1,0,73,24.5,0,0,0,33,6.5,0,0.5,0,0,0,0,10.5,0.5,0,0,0
1999,9,22,30.3,0,0,0,0.5,0,4,0,0,0,0,76.5,44,0,0,4,0,14.5,0,3,0,0,0,0
1999,9,23,0,0,0,0,1.5,0,4,0,0,0,0,5.5,0,0,1,1,0,12.5,0,0,6.5,0,0,0
1999,9,24,0,0,0,0,22.5,0,0.5,0,0,0,0,3,0,0,0.5,17,0,37,0,0,1.5,0,0,0
1999,9,25,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,1,10,0,0,0,7.5,1.5,0,0,0
1999,9,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,8,0,0,19,56.5,5.5,0,0
1999,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,20,0,0,43,26,30.5,0,0
1999,9,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,6,14.5,0,0,5.5,0,50,0,0
1999,9,29,0,0,0,0,0.5,0,0,3.5,0,6,0,0,1,0,3,7.5,11.5,0,0,0,0,44,0,0
1999,9,30,0,0,0,1.5,0.5,9,0,19,0,0,0,0,0.5,0,0,0,40,0,0,0,12.5,0,0,0
1999,10,1,0,0,0,0,30.5,1.5,0,8.5,0,0,0,0,0,0,0.5,16,76.5,0,0,0,22.5,0,0,0
1999,10,2,4.3,0,0,0.5,0,1.5,0,1.5,0,0,0,16,0,0,0.5,28,0.5,0,45,12.5,19.5,0,0,2.5
1999,10,3,Trace,0,0,0,35,4,0,0,0,5.5,0,4,0,0,1,0,3,0,40,26,2.5,0,0,0
1999,10,4,0,0,3.5,0.5,55,0.5,0,9.5,0.5,3.5,0,16,0,0,0.5,0,9.5,0,6,1.5,0,0,0,0
1999,10,5,0,0,7,0,0,0,0,2,19.5,3,0,11.5,0,0,0,63.5,15,0,0,49,0,0,0,0
1999,10,6,0,0.2,2,0,0,0,0,3,0,4,0,2.5,13.5,0,1,31,0,0,0,17,0,0,0,0
1999,10,7,0,0,0,0.5,2.5,0,0,0,2.5,0.5,0,2,17,0,0,34.5,9,13.5,0,0,0,0,0,0
1999,10,8,0,0,9.5,0,19.5,11,1,0.5,21.5,0,0,27.5,1,0,0,0,0,1.5,0,0,17.5,0,0,0
1999,10,9,1.2,0,5.5,0.5,33.5,0,0.5,0,3.5,0,0,84,13,0,1,0,0,0,0,0,16.5,0,0,0
1999,10,10,16,0,7.5,1,42,0,0,0,16.5,0.5,0,1,99.5,0,0.5,0,0,0,0,8,17.5,0,0,0
1999,10,11,0,1.4,0,0,38,0,20.5,0,19,0,0,13.5,1,22.5,0.5,0,0,0,6,0.5,14.5,0,0,0
1999,10,12,0,0.8,0,0,22.5,0,30,0,0,0,0,28,0,35,0,0,0,0,1.5,0,0,0,0,0
1999,10,13,132.1,0,0,0,12.5,0,7.5,0,0.5,0,0,17.5,0,1,2,0,0.5,0,2,0,0,0,0,14
1999,10,14,0,0.1,0,9.5,6,0,1.5,0,0,0,0,0,0,1,3.5,0,34,0,0,0,0,0,0,0.5
1999,10,15,0,3.3,0,1,0,0,4.5,8,12,0,0,6,21,0,0,0,1,0,0,0,0,0,0,0
1999,10,16,0,0,0,40.5,0,0,26,10.5,0.5,0,0,0,102,13,0,1,0,18,0,0,16,0,0,0
1999,10,17,1.6,0,38.5,0,0,0,32,0,0,0,0,0,5.5,41.5,0.5,0,0,45.5,0,0,4,0,0,0
1999,10,18,Trace,0,0,0,0,0,4,0,3.5,0,0,0,33,0,0.5,0,0,0,0,0.5,0,0,0,0
1999,10,19,36.1,0,2.5,0,0,0,0,0,1,0,0,0,4,15,0,0,0,36.5,0,0,0,0,0,0
1999,10,20,0,0,0.5,0,7,0,2,3,0,0,0,0,0,62,4,0,0,13.5,0,0,0,0,0,0
1999,10,21,0,0,9.5,10.5,143.5,0,2,0.5,0,14,0,6.5,10,1,1.5,0,0,3.5,0,33.5,23,0,0,0
1999,10,22,0,0,8,33.5,206,0,22,55.5,0,0,0,58,4.5,2.5,5.5,0,0,0,0,18.5,1.5,0,0,0
1999,10,23,Trace,0,0,0.5,168.5,0,0,7,0,0,0,2.5,16,0,3,0,0,0,0,2.5,1,0,0,0
1999,10,24,0.7,0,0,0,85.5,0,0,0,0,0,0,0,4,0.5,9,0,2.5,0,0,0.5,60,0,0,0
1999,10,25,1,0,0,1,0,0,0,0.5,1.5,0,0,0,0,0.5,7,0,31.5,0,0,0.5,1,0,0,0
1999,10,26,28.3,0,4,36,0,0,0.5,1,19,0,0,0,0,3.5,12.5,0,56,0,0,0,0,0,0,0
1999,10,27,0.6,0.7,0.5,14,15.5,0,0,0,0,4,0,0,0,7,4,3,18,0,0,0,0,0,0,0
1999,10,28,0,0,24.5,15.5,7,0,91.5,0,53,1,0,0,0,83,1,0.5,0,0,0,0,0,0,0,0
1999,10,29,0,0,7,0,0,0,64,2.5,27,0.5,0,0,0,14.5,0,0,0,14,0,0,52,0,0,0
1999,10,30,0.7,0,0,0,1.5,0,6,2.5,0,3,0,0,16.5,0.5,0,45.5,0,9,2,0,0.5,0,0,0
1999,10,31,0,0,0,5.5,0,0,4.5,369,2,0,0,0,16.5,2,0,29,0,0.5,5.5,0,10.5,0,0,0
1999,11,1,0,0,2.5,1,0.5,0,0,0,2,0,0,28,0,1,0,2,0,4.5,4.5,7.5,2,0,0,0
1999,11,2,2.9,0,0.5,16,2,0,0,0,2.5,0,0,45,5,12.5,0,0,4.5,15.5,6.5,0,0.5,0,0,0
1999,11,3,5,0,2.5,0,1,0,0.5,0,0,0,0,39,11.5,3,0,0,0,9.5,0.5,5,0,0,0,0
1999,11,4,1.7,0,14,4.5,0,0,0,0,1,0,0,2.5,0,0.5,0.5,0,0,1,2,0.5,1,0,0,0
1999,11,5,Trace,0,6.5,0,4.5,0,0,0,0,0,0,0,2,3,7,14,0.5,0,1,24.5,0.5,0,0,0
1999,11,6,Trace,0,224.5,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,35.5,5,8,3.5,27.5,9.5,0,3.5,0
1999,11,7,Trace,0.5,0,4,0,0,0,0,0,0,0,0,9,19,0,90,0,0.5,4.5,39,7.5,0,0,0
1999,11,8,Trace,0,0,46,0,0,0,0,0,0,0,0,27,65,0.5,382,0,24.5,11,32.5,0.5,0,0,0
1999,11,9,0,0,0,29,0,0,0,0,0,0.5,0,0,2,50.5,0,53.5,1,1,12.5,0,0,0,0,0
1999,11,10,0,0.1,0,0,1,0,0,0,0,0,0,10,0,33.5,0.5,0,8.5,1.5,0,0,21.5,0,0,5.5
1999,11,11,5.2,0,0,0,0.5,0,2.5,0,0,20.5,0,0,0,74,0,1,0,15,0,0,26,0,0,0.5
1999,11,12,5,0,0,10.5,2.5,0,3.5,0,0,0,0,0,0,11,0,20.5,11.5,0,0,0,175,0,0,0
1999,11,13,0,1.3,0,0,277,0,7.5,0,0,0,0,3,16,3.5,0,0,0,11.5,0,9.5,0,0,0,0
1999,11,14,0,5.1,0,0,3,0,57.5,2.5,0,0,0,3,77.5,123.5,0.5,0,4,2,0,1,0,0,0,0
1999,11,15,0,8,0,0,0,0,42,0,0,0,0,5,67.5,82,6,0,0,35,0,0,68.5,0,0,0
1999,11,16,0,2.6,0,0,4,1,2.5,0,0,0,0,0,24.5,104.5,1.5,0,0,24.5,0,0.5,2.5,0,0,0
1999,11,17,0,6,0,0,5.5,0,5.5,0,0,0,0,0,66.5,194,0,0,0,0.5,0,0,4,0,0,0
1999,11,18,0,4.4,0,0,0,0,21,0,0,0,0,52.5,9.5,38.5,0,0,1.5,56.5,6.5,0,0,0,0,0
1999,11,19,0,0.1,0,0,0,0,32,44,0,0,0,0,0,31.5,1,0,58,36,2,0,11.5,0,0,0
1999,11,20,3,1,17.5,0,0,0,0,161,34.5,0,0,0,0,1.5,3,0,12.5,0,4.5,36.5,0,0,0,0
1999,11,21,2.4,31.4,2.5,1,0,0,0,19,14,0,0,0,0,0.5,0.5,0,0,0.5,0,22.5,0,1,0,0
1999,11,22,Trace,0,1,0,1.5,0,0,12.5,7.5,2,0,0,0,77,0,0,0,0,0,58.5,0,11.5,8,0
1999,11,23,0.2,0,0,1.5,27.5,0,0,56,1.5,1.5,0,0,0,16.5,8,48,0.5,0,0.5,0,0,0.5,4.5,0
1999,11,24,0.1,0.2,0,1,6,0,0,93.5,0,0,0,0,0,0.5,1,26,0,0,0,0,0,0,0,0
1999,11,25,8.3,0.1,33.5,0,6.5,0,0,33.5,12.5,0,0,1.5,0,0,0.5,2.5,2.5,0.5,0,0,27,3.5,0,0
1999,11,26,89,0.6,190.5,0,0,0,0,31.5,0,0,0,3,0,0.5,0.5,0,4,0,0,0,10.5,13,0,0
1999,11,27,Trace,0.1,3.5,0,0,0,0,32,0.5,0,0,12.5,0,0,0,0,16,43,0,0,9.5,0,9.5,0
1999,11,28,1.2,0.4,19,1.5,0,15.5,9,48,18,0,0,0,3,0,0,0,1.5,44.5,0,0,0,0,5.5,0
1999,11,29,0.4,0,12,3,0,2,0,0,20.5,0,0,0,33.5,33,0,0,0,2,0,0,6,0,1.5,0
1999,11,30,3.2,0,139.5,8.5,6.5,2,0,3.5,69.5,0,0,0,35,4,0,0,0,0,0,0,5,0,0,0
1999,12,1,Trace,0,11.5,3,1,4,0,9,49,0,0,0,51,30.5,0,0,22,15.5,0,0,9,0.5,0,0
1999,12,2,Trace,0,24,0,0,4.5,0,6,28.5,0,0,0,19.5,5,0.5,0,0,69,0,0,63,7,0,0
1999,12,3,0,0,31,0,0,0,0,11,34.5,0,0,0,12,0.5,0,0,1,3.5,0,4,0.5,0,0,0
1999,12,4,0,0,89.5,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
1999,12,5,10,1.1,0,0,0,0,0,0,62.5,0,0,0,0,9.5,0,0,0,0,0,0,32,0,0,0
1999,12,6,0,2,6,0,0,0,0,0,44,0,0,0,0,0,4.5,0,0,0,0,0.5,48.5,0,0,0
1999,12,7,0,6.6,0.5,0,0,0,0,0,0,0,2.5,0,0,0,22.5,1,0,0,0,0,3,0,0,0
1999,12,8,0.8,4.8,0,0,0,0,10.5,31.5,0,0,0,0,0,0,0.5,0,0,0,0,0,2,0,0,0
1999,12,9,9.3,13.7,0,0,0,0,57,24,0,0,0,3,0,0,0.5,0,6.5,95.5,2.5,0,0,0,0,0
1999,12,10,0.5,22.3,0,0,0,0,55,23.5,0,0,0,0,0,0,0.5,0,1.5,97.5,27.5,0,0,0,0,0
1999,12,11,2.4,0,0,0,0,0,7,40,0,0,0,0,0,2,0,0,0,2,132,0,0,0,0,0
1999,12,12,0.9,4.6,0,0,0,0.5,0,38,0,0,0,0,1.5,65,0,0,3.5,4.5,1,0,0.5,0,0,0
1999,12,13,0.6,0,0,0,35,0.5,0,24,3,0,0,65.5,2,11.5,0,0,28,0,5,0,8.5,0,0,0
1999,12,14,Trace,0,49,0,0,0,0,12,1.5,0.5,0,0,0,43,0,0,8.5,0,0,0,8.5,0,0,0
1999,12,15,15.9,0,16,0,0,0.5,0,46,0,0,0,0,54.5,0,0,91,13,0,0,0,160.5,0,0,0
1999,12,16,5.4,0,19.5,0,0,0,0,3.5,0,0,0,0,0,0,0,39.5,2.5,5,0,0,12.5,0.5,0,0
1999,12,17,26.9,0,6.5,1.5,0,0,0,0,0.5,0,1,0,0,0,0,3,3,4.5,0,0,0.5,0,6,0
1999,12,21,3.6,4,3.5,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,1,0,0.5,0,2.5,0
1999,12,22,0,0,1.5,14,0,2,0,0,0,0,0,3,6,0.5,11.5,0,0.5,0,0,0,0,1,0.5,0
1999,12,23,0,0.7,0,14,0.5,22,0,0,0,0.5,0,0,0.5,0.5,1.5,0,0,0,0,0,0,0,0,0
1999,12,24,55.2,0,0,0,1,2.5,0,3.5,0,13.5,0,0,0,55.5,8,0,0,0,17.5,0,0,0,0,0
1999,12,25,25.5,1.4,0,0.5,0,0,0,5.5,0,6,0.5,8,0,51.5,2.5,0,0,0,39.5,0,24,0,0,0
1999,12,26,0.6,0.7,0,8.5,0,0,2.5,33.5,0,0.5,0,43.5,0,76,2,5.5,0,0,2,0,0,0,0,0
1999,12,27,8.2,2.1,8,0.5,0,0,3.5,152.5,0,0.5,1,13,0,21,1.5,0,19,0,0,0,0,1,0,0
1999,12,28,17.4,1.5,4.5,0,0,0,36,169.5,0,0,0.5,4.5,0,0,0,0,17,0,0,0,0,0.5,1,0
1999,12,29,12.5,16.2,36.5,2.5,0,0,0,10.5,0,1,0,2.5,0,0,0,0,61,0,0.5,0,0,0,6.5,0
1999,12,30,2.1,0,220,6,0,0,0,3,2.5,1.5,0,1.5,0,0,0,0,8.5,0,0,0,10.5,0,15,0
1999,12,31,0,0.3,138.5,1,0,0,0,0.5,2,0,0,0,0,0.5,0,0,2,0,3,0,38.5,0,1,0
2000,1,1,0,0.3,13.5,0,0,0,13,7,0,1.5,0,0,0,0.5,0,0,0,0,6.5,0,0,0,2,0
2000,1,2,0,0,2,0.5,0,1.5,0,41.5,0,0,0,0,0,0,20,0,0,0,136,0,13,0,32,0
2000,1,3,1.3,0.1,1,54.5,0,10,0,2.5,0,1.5,0,0,0,4,0,0,0,0,0.5,1,25.5,0,1.5,0
2000,1,4,0,0.3,3.5,3.5,0,0,0,1,9.5,3.5,0,0,7,24.5,31.5,0,0,0,2,0,0,0,0,8.5
2000,1,5,21.5,0,17.5,13,0,38,0,0,9,0,0,0,0,38.5,88,9.5,0,0,27.5,0,0,0,0.5,0
2000,1,6,76.8,0.7,8,28.5,0,16,21.5,0,0.5,0.5,0,39.5,0,10.5,58,1,0,0,4.5,0,0,0,0.5,0
2000,1,7,Trace,0,1,0.5,0,0,0,0,0,0,0,6,0,7,1.5,0,0,1,59,1.5,21.5,0,0,0
2000,1,8,0,0,0,0,0,13,0,0,0,0,0,67.5,0,102,0,0,0,26.5,19,1,16,0,1.5,0
2000,1,9,0,0,0,0,0,0,0,0,3,0,0,11,0,2.5,1,0,0,1.5,1,0,4.5,0,0,0.5
2000,1,10,0,0,0,0,0,2.5,0,0,15,0.5,0,24.5,0,3.5,0,0.5,0,0,16,1,11.5,0,5.5,0
2000,1,11,Trace,19,0,0,0,0,0,0,1.5,3.5,0.5,0.5,0,45,2,0,0.5,0,54.5,13.5,0.5,0,5.5,24
2000,1,12,Trace,37.4,0,0,17,2,0,17,68,0,0,0,0,83,33,0,0.5,0,4,0,12.5,18,1,0.5
2000,1,13,5.5,0,0,0,0,0.5,0,43.5,0,0,0,0,0,74.5,6,0,3,0,0,0,1.5,177.5,0,29
2000,1,14,6.3,0,3.5,0,0,20.5,14,5,0,0,1.5,0,0,163,106,0,0,0,0,0,3.5,65,0,0.5
